,experiment,y_true,y_pred,difference
19043,NCI-H23+256942+698037,44.0,65.10862,21.108620000000002
4343,SNB-19+628503+71423,104.0,125.11237,21.11237
28817,TK-10+747973+715055,4.0,25.113146,21.113146
17898,HOP-92+123127+732517,79.0,100.11755,21.117549999999994
4822,SNB-75+45923+63878,7.0,-14.117701,21.117701
10485,K-562+719627+756645,46.0,24.878717,21.121283
19576,NCI-H322M+26271+755,18.0,-3.1214744999999997,21.121474499999998
5426,U251+718781+750,6.0,-15.122983999999999,21.122984
18751,NCI-H226+715055+760766,33.0,11.874276,21.125723999999998
2899,SF-268+66847+754143,1.0,22.129648,21.129648
24502,PC-3+14229+628503,13.0,34.130283,21.130283
25478,786-0+109724+246131,26.0,4.862533999999999,21.137466
22881,OVCAR-5+92859+127716,4.0,25.14115,21.14115
5683,COLO 205+218321+733504,14.0,-7.1531080000000005,21.153108
26806,ACHN+719627+71423,7.0,-14.170770999999998,21.170771
26647,ACHN+38721+27640,21.0,-0.18592179,21.18592179
12730,MALME-3M+279836+9706,35.0,56.185974,21.185974
25227,DU-145+628503+713563,51.0,72.195755,21.195755000000005
5070,SNB-75+9706+701852,120.0,98.80098000000001,21.19901999999999
2819,SF-268+362856+19893,23.0,1.7982839,21.2017161
15129,UACC-257+49842+761432,3.0,24.208626000000002,21.208626000000002
18273,HOP-92+747973+122758,34.0,12.789172,21.210828
19243,NCI-H23+713563+761432,41.0,62.228977,21.228977
11632,SR+138783+13875,1.0,-20.235575,21.235575
22790,OVCAR-5+740+719344,1.0,22.241896,21.241896
11916,SR+718781+19893,30.0,51.242558,21.242558000000002
24732,PC-3+66847+102816,17.0,-4.257183,21.257183
18210,HOP-92+713563+715055,7.0,-14.262642000000001,21.262642
27077,CAKI-1+24559+79037,60.0,38.73169,21.26831
11173,RPMI-8226+141540+279836,12.0,33.270443,21.270443
9136,SW-620+77213+763371,56.0,34.728522999999996,21.271477000000004
5428,U251+719276+24559,8.0,29.271673,21.271673
20619,NCI-H522+38721+169780,16.0,-5.276225599999999,21.2762256
11833,SR+609699+606869,18.0,39.281895,21.281895
7630,HT29+105014+713563,19.0,40.286922,21.286921999999997
4157,SNB-19+169780+9706,2.0,-19.293795000000003,21.293795000000003
8923,SW-620+608210+755986,102.0,80.70442,21.29558
14159,SK-MEL-28+6396+279836,17.0,-4.297021,21.297021
21275,IGROV1+718781+719276,42.0,20.70271,21.29729
26724,ACHN+66847+169780,20.0,-1.3019450000000001,21.301945
26098,A498+256942+123127,72.0,93.31260999999999,21.312609999999992
17187,EKVX+719344+169780,16.0,-5.3136589999999995,21.313659
23816,SK-OV-3+747971+756645,8.0,-13.322844,21.322844
14776,SK-MEL-5+747973+743414,60.0,38.66952,21.33048
14361,SK-MEL-28+92859+26980,10.0,-11.332335,21.332335
20966,IGROV1+125973+749226,44.0,65.33663,21.33663
653,MDA-MB-231+25154+138783,5.0,-16.336687,21.336687
19662,NCI-H322M+606869+715055,36.0,14.642493,21.357507
18175,HOP-92+66847+747599,9.0,-12.370439999999999,21.37044
19136,NCI-H23+409962+169780,8.0,-13.374858999999999,21.374859
9689,HL-60(TB)+119875+606869,32.0,53.381159999999994,21.381159999999994
9012,SW-620+713563+761432,33.0,11.61589,21.38411
29,MCF7+119875+715055,24.0,2.6155932,21.3844068
23482,SK-OV-3+169780+761432,3.0,-18.384829,21.384829
5225,U251+256942+737754,21.0,42.385292,21.385292
22971,OVCAR-8+169780+757441,21.0,-0.39037955,21.39037955
12390,LOX IMVI+719276+226080,3.0,-18.39565,21.39565
28452,TK-10+125066+279836,9.0,30.404152000000003,21.404152000000003
26055,A498+218321+673596,40.0,18.592610999999998,21.407389000000002
24850,PC-3+740+737754,10.0,-11.410979,21.410978999999998
21176,IGROV1+606869+79037,21.0,-0.41100943,21.41100943
3409,SF-295+702294+122819,21.0,42.424,21.424
7510,HCT-15+733504+122819,9.0,30.425147999999997,21.425147999999997
16670,A549/ATCC+686673+122819,66.0,44.574024,21.425976
19945,NCI-H460+125066+608210,6.0,-15.432445000000001,21.432445
20509,NCI-H522+226080+747972,23.0,1.5606502,21.4393498
28767,TK-10+719627+755986,19.0,40.446003000000005,21.446003000000005
656,MDA-MB-231+25154+719627,38.0,16.542023,21.457977
17510,HOP-62+266046+279836,47.0,25.541464,21.458536
10364,K-562+409962+14229,139.0,117.53776599999999,21.46223400000001
16258,MDA-MB-435+745750+715055,6.0,27.464985,21.464985
27585,RXF 393+25154+79037,21.0,42.46965,21.46965
15674,UACC-62+66847+49842,2.0,-19.470024,21.470024
1563,BT-549+109724+757441,4.0,-17.472319,21.472319
3465,SF-295+740+34462,10.0,31.472374,21.472374
26067,A498+241240+608210,22.0,0.5142449,21.4857551
13794,SK-MEL-2+718781+82151,17.0,-4.503049,21.503049
6450,HCC-2998+718781+125973,84.0,105.50573999999999,21.50573999999999
3092,SF-268+92859+698037,19.0,-2.5079324,21.5079324
10586,K-562+77213+3088,1.0,-20.509619,21.509619
7193,HCT-15+180973+753082,1.0,-20.51071,21.51071
4426,SNB-19+719276+754143,18.0,39.510857,21.510857
22762,OVCAR-5+719627+761432,115.0,136.51166,21.511660000000006
12116,LOX IMVI+127716+3088,27.0,5.4835644,21.5164356
10562,K-562+752+757441,34.0,12.482822,21.517178
10572,K-562+755+32065,10.0,-11.524719000000001,21.524719
24103,NCI/ADR-RES+279836+9706,2.0,-19.535857999999998,21.535857999999998
6651,HCT-116+122758+8806,3.0,-18.542828,21.542828
16847,A549/ATCC+92859+754143,7.0,-14.554826,21.554826
1455,HS 578T+747973+747599,24.0,2.4409577999999996,21.5590422
15743,UACC-62+719276+79037,12.0,33.57005,21.570050000000002
7924,HT29+681239+698037,3.0,-18.570925,21.570925
2726,SF-268+24559+3088,27.0,48.574917,21.574917
288,MCF7+628503+737754,18.0,39.594246000000005,21.594246000000005
10157,HL-60(TB)+92859+747973,17.0,-4.598904599999999,21.598904599999997
8353,KM12+45923+27640,24.0,2.390564,21.609436
5127,U251+127716+32065,11.0,-10.615446,21.615446
26838,ACHN+743414+747972,7.0,-14.619660999999999,21.619661
23662,SK-OV-3+609699+226080,21.0,42.62465,21.624650000000003
22169,OVCAR-4+609699+750,2.0,-19.624916,21.624916
7038,HCT-116+752+760766,12.0,-9.627399,21.627399
17788,HOP-62+750+715055,32.0,10.345272,21.654728
17186,EKVX+719344+122819,37.0,15.3447,21.6553
22391,OVCAR-4+92859+747973,17.0,-4.6588874,21.6588874
2842,SF-268+409962+606869,1.0,-20.670422,21.670422
5843,COLO 205+609699+24559,2.0,23.684729,21.684729
14837,SK-MEL-5+85998+18509,12.0,-9.686509,21.686509
20066,NCI-H460+266046+125066,33.0,54.699183999999995,21.699183999999995
2021,BT-549+77213+8806,27.0,5.2867513,21.7132487
20214,NCI-H460+702294+67574,47.0,68.72183000000001,21.72183000000001
29846,MOLT-4+749226+756645,33.5,11.776992,21.723008
19943,NCI-H460+123127+733504,43.0,21.27419,21.72581
26731,ACHN+66847+761432,25.0,46.731224,21.731223999999997
28600,TK-10+296961+102816,26.0,4.2500453,21.7499547
7190,HCT-15+180973+279836,75.0,53.237526,21.762473999999997
3077,SF-268+85998+141540,10.0,31.773690999999996,21.773690999999996
22940,OVCAR-8+127716+6396,20.0,-1.7788252,21.7788252
2327,T-47D+49842+9706,10.0,-11.786545,21.786545
5634,COLO 205+127716+32065,5.0,-16.797964,21.797964
24748,PC-3+673596+8806,8.0,-13.822072,21.822072
8269,KM12+26271+38721,4.0,-17.822129999999998,21.822129999999998
17447,HOP-62+218321+747971,37.0,15.175335999999998,21.824664000000002
21489,OVCAR-3+138783+673596,6.0,-15.838572000000001,21.838572
21448,OVCAR-3+119875+63878,9.0,-12.839849000000001,21.839849
11399,RPMI-8226+701852+105014,40.0,18.150676999999998,21.849323000000002
3950,SF-539+740+141540,21.0,-0.85355914,21.85355914
9406,CCRF-CEM+409962+762,135.0,113.14578999999999,21.85421000000001
3892,SF-539+702294+122819,13.0,34.855774,21.855773999999997
27504,RXF 393+138783+721517,20.0,-1.8580176,21.8580176
17756,HOP-62+743414+279836,159.0,137.1383,21.861700000000013
1362,HS 578T+702294+77213,1.0,-20.868685,21.868685
19773,NCI-H322M+719344+715055,6.0,27.872057,21.872057
4237,SNB-19+26980+362856,34.0,12.120004,21.879996
17742,HOP-62+733504+686673,23.0,1.0990701999999999,21.9009298
20971,IGROV1+127716+747972,21.0,-0.90516734,21.90516734
14126,SK-MEL-28+608210+737754,5.0,26.906729,21.906729
7346,HCT-15+38721+760766,19.0,-2.9109773999999997,21.9109774
10634,MOLT-4+109724+180973,8.0,-13.912704999999999,21.912705
22988,OVCAR-8+218321+733504,15.0,-6.9150715,21.9150715
805,MDA-MB-231+628503+719627,120.0,141.9257,21.925700000000006
12404,LOX IMVI+719627+82151,19.0,40.945164,21.945164
23304,OVCAR-8+743414+71423,11.0,-10.956449000000001,21.956449
22421,OVCAR-5+119875+369100,3.0,-18.9638,21.9638
22286,OVCAR-4+743414+82151,23.0,1.0357421999999998,21.9642578
25792,786-0+718781+719345,21.0,-0.97765696,21.97765696
5207,U251+25154+754143,36.0,57.98064399999999,21.98064399999999
29781,UO-31+737754+757441,8.0,29.983746000000004,21.983746000000004
28012,SN12C+180973+719627,15.0,-6.9867063,21.9867063
3383,SF-295+673596+71423,10.0,-11.991667,21.991667
27068,CAKI-1+226080+279836,16.0,-5.995268,21.995268
9709,HL-60(TB)+125066+19893,2.0,-19.999907,21.999907
6853,HCT-116+606869+763371,1.0,-21.0,22.0
22249,OVCAR-4+719276+180973,10.0,-12.004247,22.004247
1049,HS 578T+109724+761432,36.0,58.00610699999999,22.006106999999993
6362,HCC-2998+606869+747972,20.0,-2.0266159,22.0266159
22571,OVCAR-5+266046+760766,26.0,48.035614,22.035614000000002
7546,HCT-15+747973+296961,53.0,30.958569,22.041431
20115,NCI-H460+369100+713563,24.0,46.04363,22.04363
17042,EKVX+34462+279836,1.0,-21.058552,22.058552
24099,NCI/ADR-RES+27640+608210,12.0,-10.07822,22.07822
22689,OVCAR-5+66847+760766,52.0,29.9107,22.0893
17471,HOP-62+25154+122819,62.0,84.09022,22.090220000000002
1811,BT-549+609699+122819,3.0,25.095896,22.095896
9555,CCRF-CEM+740+721517,17.0,-5.114007,22.114007
19888,NCI-H322M+85998+226080,1.0,-21.120464000000002,22.120464000000002
2701,SF-268+18509+715055,36.0,13.878423000000002,22.121577
1568,BT-549+118218+747972,1.0,23.128275,22.128275
2501,T-47D+747972+761432,79.0,56.862469999999995,22.137530000000005
23043,OVCAR-8+256942+1390,1.0,-21.138433,22.138433
28286,SN12C+719345+279836,27.0,49.139996000000004,22.139996000000004
1918,BT-549+732517+761432,13.0,35.141815,22.141815
19177,NCI-H23+609699+24559,14.0,-8.147515,22.147515
12951,MALME-3M+740+747974,2.0,-20.151926,22.151926
25629,786-0+27640+713563,1.0,23.162968,22.162968
29991,SN12C+760766+763371,13.5,35.680523,22.180523
22272,OVCAR-4+732517+752,11.0,-11.187246,22.187246000000002
4339,SNB-19+628503+13875,38.0,15.809111999999999,22.190888
28192,SN12C+63878+753082,13.0,-9.193539999999999,22.19354
20948,IGROV1+119875+715055,29.0,6.787339,22.212661
3618,SF-539+125973+698037,12.0,-10.216138,22.216138
10942,MOLT-4+718781+737754,29.0,51.221928000000005,22.221928000000005
17210,EKVX+733504+34462,43.0,65.22634000000001,22.226340000000008
20319,NCI-H460+750+755,3.0,-19.229322,22.229322
5439,U251+719345+34462,61.0,38.770374,22.229626000000003
7228,HCT-15+24559+715055,66.0,88.24146999999999,22.241469999999993
10733,MOLT-4+241240+6396,69.0,91.24778,22.247780000000006
23936,NCI/ADR-RES+125066+118218,15.0,-7.2525306,22.2525306
7418,HCT-15+681239+125066,59.0,36.741203000000006,22.258796999999994
28494,TK-10+1390+754230,1.0,-21.268660999999998,22.268660999999998
21931,OVCAR-4+102816+122758,12.0,-10.269425,22.269425
636,MDA-MB-231+218321+8806,18.0,-4.2696629999999995,22.269663
11929,SR+718781+747971,34.0,11.728192,22.271808
11830,SR+609699+18509,73.0,50.718821999999996,22.281178000000004
14774,SK-MEL-5+747973+628503,86.0,63.711742,22.288258
855,MDA-MB-231+701852+608210,13.0,35.291686999999996,22.291686999999996
11174,RPMI-8226+14229+18509,12.0,34.30238,22.30238
16126,MDA-MB-435+613327+719345,14.0,-8.306897,22.306897
6231,HCC-2998+246131+732517,5.0,-17.306938,22.306938
15480,UACC-62+19893+749226,34.0,11.686838999999999,22.313161
15795,UACC-62+747971+141540,38.0,15.667526,22.332473999999998
25035,DU-145+1390+698037,4.0,-18.332704999999997,22.332704999999997
12512,LOX IMVI+755986+753082,8.0,30.336401000000002,22.336401000000002
25281,DU-145+686673+761432,23.0,0.65423095,22.34576905
15223,UACC-257+712807+761432,21.0,43.348240000000004,22.348240000000004
29398,DU-145+102816+246131,23.0,45.349895000000004,22.349895000000004
17562,HOP-62+369100+125973,62.0,39.64832,22.35168
27523,RXF 393+14229+737754,4.0,-18.354792,22.354792
24449,PC-3+119875+762,14.0,-8.357182,22.357182
13450,M14+740+719345,125.0,147.36906000000002,22.36906000000002
23333,OVCAR-8+750+118218,2.0,-20.370438,22.370438
12705,MALME-3M+256942+719276,15.0,-7.3787985,22.378798500000002
26562,ACHN+246131+747972,5.0,-17.379757,22.379757
6448,HCC-2998+715055+760766,22.0,-0.3836366,22.3836366
26631,ACHN+32065+753082,9.0,-13.384426000000001,22.384426
29369,UO-31+85998+613327,30.0,7.614975500000001,22.3850245
25261,DU-145+67574+713563,76.0,53.60880699999999,22.39119300000001
29105,UO-31+369100+698037,5.0,-17.398464,22.398464
27005,CAKI-1+125066+732517,17.0,-5.401697,22.401697
12995,MALME-3M+750690+715055,58.0,35.587162,22.412838
20767,NCI-H522+718781+743414,30.0,7.5838366,22.416163400000002
23740,SK-OV-3+715055+763371,2.0,24.416933,22.416933
25134,DU-145+3053+141540,1.0,-21.422964,22.422964
21358,IGROV1+750+712807,10.0,-12.424296,22.424296
1085,HS 578T+127716+754143,32.0,9.563746,22.436253999999998
10378,K-562+45923+698037,18.0,-4.436722799999999,22.4367228
2184,T-47D+246131+122758,16.0,-6.4424067,22.4424067
5646,COLO 205+138783+27640,6.0,-16.450104,22.450104
26788,ACHN+719276+141540,18.0,-4.451176599999999,22.4511766
22460,OVCAR-5+138783+6396,4.0,-18.453985,22.453985
13690,SK-MEL-2+266046+763371,38.0,15.543529999999999,22.456470000000003
7052,HCT-116+755+38721,13.0,-9.458375,22.458375
27686,RXF 393+49842+737754,62.0,84.45897,22.458969999999994
11884,SR+681239+754230,6.0,-16.459526,22.459526
4763,SNB-75+26980+673596,57.0,34.53911,22.46089
27596,RXF 393+256942+109724,12.0,-10.461928,22.461928
3078,SF-268+85998+169780,37.0,14.520267,22.479733
25894,786-0+754230+761432,50.0,27.520122999999998,22.479877000000002
16478,A549/ATCC+24559+279836,39.0,61.498714,22.498714
27062,CAKI-1+218321+673596,27.0,4.499306,22.500694
11684,SR+241240+715055,33.0,10.492714999999999,22.507285000000003
19700,NCI-H322M+66847+740,16.0,-6.509392,22.509392
845,MDA-MB-231+686673+3088,2.0,24.51055,22.51055
957,MDA-MB-231+747973+755986,6.0,-16.522692000000003,22.522692000000003
4772,SNB-75+279836+760766,31.0,53.523113,22.523113000000002
9408,CCRF-CEM+409962+9706,77.0,54.44769,22.55231
21769,OVCAR-3+719345+715055,21.0,-1.5664545,22.5664545
19931,NCI-H460+119875+608210,18.0,-4.577230999999999,22.577230999999998
18280,HOP-92+747973+362856,4.0,-18.577612,22.577612
23000,OVCAR-8+226080+63878,22.0,-0.5906664,22.5906664
4009,SF-539+754143+749226,46.0,23.407970000000002,22.592029999999998
609,MDA-MB-231+180973+279836,44.0,66.59895999999999,22.59895999999999
11887,SR+681239+9706,9.0,31.600195000000003,22.600195000000003
1480,HS 578T+754143+756645,42.0,19.397572,22.602428
20984,IGROV1+14229+27640,13.0,-9.603705,22.603704999999998
2060,T-47D+105014+169780,13.0,-9.615228,22.615228000000002
14373,SK-MEL-5+102816+141540,4.0,26.634062,22.634062
27573,RXF 393+24559+713563,25.0,2.3610108,22.6389892
29249,UO-31+719345+763371,3.0,-19.641085,22.641085
21367,IGROV1+754143+63878,18.0,40.644314,22.644314
14127,SK-MEL-28+608210+749226,52.0,74.6455,22.6455
27582,RXF 393+25154+713563,58.0,35.351143,22.648857
11754,SR+296961+279836,126.0,103.34156,22.65844
17504,HOP-62+26271+752,7.0,-15.659872,22.659872
20111,NCI-H460+369100+24559,37.0,14.333957,22.666043000000002
15024,UACC-257+256439+757441,170.0,192.66702,22.667020000000008
2167,T-47D+218321+757441,25.0,2.3310046000000004,22.6689954
6905,HCT-116+686673+713563,26.0,48.67005,22.670050000000003
7449,HCT-15+702294+732517,2.0,24.686135999999998,22.686135999999998
17611,HOP-62+609699+138783,40.0,17.307697,22.692303
761,MDA-MB-231+38721+747974,2.0,-20.696320999999998,22.696320999999998
28624,TK-10+362856+19893,19.0,-3.7007797,22.7007797
11946,SR+719345+79037,92.0,114.71181999999999,22.71181999999999
18664,NCI-H226+609699+138783,48.0,25.28549,22.71451
21284,IGROV1+719276+49842,5.0,27.716365999999997,22.716365999999997
2045,BT-549+92859+754230,25.0,2.2831964,22.7168036
7401,HCT-15+66847+45388,14.0,-8.730897,22.730897
7264,HCT-15+256942+718781,31.0,53.734795,22.734795
26352,A498+745750+279836,58.0,80.73925,22.73925
18526,NCI-H226+25154+754143,16.0,38.74013,22.74013
10545,K-562+750+673596,13.0,-9.741341,22.741341
28596,TK-10+27640+747972,28.0,5.2438107,22.7561893
10497,K-562+732517+755986,77.0,99.76071999999999,22.760719999999992
27652,RXF 393+32065+715055,11.0,-11.767596000000001,22.767596
6856,HCT-116+606869+8806,20.0,-2.776852,22.776851999999998
28304,SN12C+732517+8806,57.0,34.214443,22.785556999999997
4317,SNB-19+49842+749226,16.0,38.797256,22.797255999999997
11435,RPMI-8226+719276+122819,98.0,120.80386999999999,22.80386999999999
22450,OVCAR-5+125973+747972,33.0,10.185408,22.814591999999998
17006,EKVX+26980+14229,5.0,-17.82762,22.82762
17531,HOP-62+27640+753082,20.0,-2.8418112,22.8418112
13567,M14+9706+733504,22.0,-0.8604127,22.8604127
22597,OVCAR-5+3088+123127,5.0,-17.8775,22.8775
1163,HS 578T+25154+719345,24.0,1.1083697,22.8916303
23966,NCI/ADR-RES+127716+762,12.0,-10.902064,22.902064
20631,NCI-H522+409962+673596,19.0,-3.9050322,22.9050322
22267,OVCAR-4+721517+701852,18.0,-4.9090095,22.9090095
23216,OVCAR-8+686673+79037,36.0,13.090950999999999,22.909049000000003
2868,SF-268+609699+122758,32.0,9.090116,22.909883999999998
14850,SK-MEL-5+92859+1390,39.0,16.08023,22.91977
24442,PC-3+119875+266046,7.0,-15.928656,22.928656
17979,HOP-92+226080+761432,15.0,-7.938889,22.938889
1036,MDA-MB-231+9706+712807,7.0,-15.944016,22.944015999999998
5312,U251+45923+761432,32.0,9.050834,22.949165999999998
4947,SNB-75+732517+34462,138.0,115.05025,22.949749999999995
19493,NCI-H322M+18509+719344,5.0,-17.95661,22.95661
29909,A498+755986+761432,51.5,74.465546,22.965546000000003
6730,HCT-116+241240+8806,19.0,-3.9814906000000003,22.9814906
20586,NCI-H522+27640+757441,16.0,-6.986548,22.986548
11459,RPMI-8226+733504+102816,18.0,-4.9920573,22.9920573
58,MCF7+125973+608210,17.0,-6.010023,23.010023
14185,SK-MEL-28+681239+718781,186.0,162.97812,23.02188000000001
11201,RPMI-8226+19893+71423,4.0,27.035952,23.035952
26484,ACHN+125066+613327,17.0,-6.0362425,23.0362425
19428,NCI-H322M+123127+226080,2.0,-21.036861,23.036861
5678,COLO 205+19893+757441,40.0,16.960214999999998,23.039785000000002
19854,NCI-H322M+754230+246131,8.0,-15.065348,23.065348
7823,HT29+3088+715055,19.0,-4.066453500000001,23.0664535
28776,TK-10+732517+3088,29.0,5.932474,23.067526
17534,HOP-62+279836+9706,83.0,59.919745999999996,23.080254000000004
25070,DU-145+226080+760766,17.0,-6.085032,23.085031999999998
21287,IGROV1+719276+82151,20.0,43.086197,23.086197
14983,UACC-257+226080+713563,1.0,24.092539000000002,23.092539000000002
5887,COLO 205+681239+85998,23.0,-0.102299325,23.102299325
16762,A549/ATCC+747973+266046,7.0,-16.110682999999998,23.110682999999998
20032,NCI-H460+246131+756645,13.0,-10.112668,23.112668
492,MCF7+8806+279836,2.0,-21.137667,23.137667
979,MDA-MB-231+755+608210,29.0,5.8528776,23.1471224
11268,RPMI-8226+266046+733504,3.0,26.15149,23.15149
26397,A498+761431+760766,14.0,-9.15666,23.156660000000002
21085,IGROV1+266046+761432,55.0,31.832140000000003,23.167859999999997
20968,IGROV1+127716+105014,20.0,43.1682,23.1682
3113,SF-295+109724+79037,12.0,-11.180401,23.180401
2435,T-47D+719276+701852,21.0,-2.2068005,23.2068005
23757,SK-OV-3+719276+24559,3.0,-20.218084,23.218084
29717,COLO 205+715055+753082,88.5,111.72005,23.22005
2970,SF-268+719627+698037,21.0,-2.2327169999999996,23.232717
11616,SR+125066+102816,67.0,90.235825,23.235825000000006
26844,ACHN+745750+732517,52.0,28.763817,23.236183
10978,MOLT-4+743414+122758,17.0,-6.2375154,23.2375154
26493,ACHN+125973+743414,27.0,50.239129999999996,23.239129999999996
23455,SK-OV-3+127716+756645,7.0,-16.24948,23.24948
8365,KM12+608210+737754,34.0,10.7344885,23.265511500000002
25386,DU-145+747973+409962,3.0,-20.265667,23.265667
13953,SK-MEL-28+141540+123127,28.0,4.733286,23.266714
26780,ACHN+718781+123127,7.0,-16.274916,23.274916
21270,IGROV1+715055+737754,80.0,56.703953000000006,23.296046999999994
16899,EKVX+125066+701852,5.0,-18.302305,23.302305
25694,786-0+49842+737754,48.0,24.688059,23.311941
3853,SF-539+673596+737754,29.0,5.672261,23.327739
28490,TK-10+1390+608210,2.0,25.329155,23.329155
4616,SNB-75+119875+24559,24.0,0.66344154,23.33655846
7701,HT29+141540+757441,9.0,-14.353909,23.353909
820,MDA-MB-231+673596+19893,3.0,-20.358503,23.358503
20900,NCI-H522+82151+747974,82.0,58.640438,23.359561999999997
29171,UO-31+63878+753082,15.0,-8.361025,23.361024999999998
23510,SK-OV-3+241240+760766,41.0,17.633879,23.366121
8462,KM12+719276+755986,8.0,-15.376491,23.376491
25772,786-0+702294+122819,69.0,45.62219,23.377809999999997
4975,SNB-75+747599+19893,29.0,5.606419,23.393581
5338,U251+628503+608210,12.0,-11.396505,23.396504999999998
26800,ACHN+719344+67574,4.0,-19.398039,23.398039
24641,PC-3+32065+122819,30.0,6.596896000000001,23.403104
1719,BT-549+26980+698037,8.0,-15.409488,23.409488
25234,DU-145+6396+279836,14.0,-9.416503,23.416503
28879,TK-10+8806+123127,6.0,-17.417925,23.417925
2481,T-47D+743414+279836,98.0,74.56515,23.434849999999997
21387,IGROV1+755986+753082,24.0,0.5577333000000001,23.4422667
11325,RPMI-8226+409962+79037,78.0,54.52908299999999,23.470917000000007
4655,SNB-75+13875+123127,14.0,-9.477286,23.477286
1681,BT-549+25154+754143,31.0,7.5075655,23.4924345
1052,HS 578T+118218+713563,3.0,26.499015999999997,23.499015999999997
21008,IGROV1+218321+27640,10.0,-13.508985000000001,23.508985000000003
5834,COLO 205+606869+122819,19.0,-4.5298739999999995,23.529874
6463,HCC-2998+719276+169780,4.0,27.549774,23.549774
28603,TK-10+296961+241240,13.0,-10.552581,23.552581
24499,PC-3+14229+1390,2.0,-21.555492,23.555492
22731,OVCAR-5+713563+737754,19.0,-4.5643934999999995,23.5643935
20284,NCI-H460+745750+279836,98.0,74.43325,23.56675
5053,SNB-75+92859+409962,61.0,37.42935,23.57065
12824,MALME-3M+63878+122819,18.0,-5.583009,23.583009
896,MDA-MB-231+719345+141540,21.0,-2.5939317,23.5939317
26219,A498+628503+763371,70.0,46.396834999999996,23.603165000000004
7661,HT29+122758+737754,23.0,-0.61654246,23.61654246
5889,COLO 205+686673+713563,116.0,92.36967,23.63033
4812,SNB-75+409962+25154,17.0,-6.6421589999999995,23.642159
16558,A549/ATCC+296961+747972,13.0,-10.643895,23.643895
25411,DU-145+754230+763371,21.0,-2.65493,23.65493
26032,A498+14229+760766,10.0,-13.65903,23.65903
29725,TK-10+715055+756645,1.0,24.663836,23.663836
23492,SK-OV-3+18509+763371,9.0,-14.664276000000001,23.664276
15956,MDA-MB-435+18509+38721,5.0,-18.67482,23.67482
4895,SNB-75+701852+141540,58.0,34.323265,23.676735
28832,TK-10+750690+698037,4.0,-19.68029,23.68029
24698,PC-3+49842+747972,8.0,-15.684119,23.684119000000003
22345,OVCAR-4+755+38721,19.0,-4.6873994,23.6873994
6779,HCT-116+279836+608210,34.0,10.300032,23.699968
20969,IGROV1+127716+63878,17.0,40.714596,23.714596
16107,MDA-MB-435+606869+749226,4.0,-19.725815,23.725815
10211,K-562+125973+753082,33.0,9.273941,23.726059
12594,MALME-3M+122819+608210,7.0,-16.729475,23.729475
16514,A549/ATCC+256942+409962,41.0,17.262672,23.737328
488,MCF7+85998+169780,17.0,-6.749792,23.749792
22420,OVCAR-5+119875+218321,14.0,-9.749811,23.749811
13249,M14+3053+279836,6.0,29.750861999999998,23.750861999999998
2820,SF-268+362856+608210,17.0,-6.753928999999999,23.753929
7978,HT29+719345+756645,8.0,-15.759095,23.759095000000002
26118,A498+266046+3053,20.0,-3.7631330000000003,23.763133
2760,SF-268+256942+737754,44.0,20.236124,23.763876
2612,SF-268+105014+713563,64.0,40.233463,23.766537
23660,SK-OV-3+609699+14229,9.0,-14.770675,23.770675
9898,HL-60(TB)+409962+8806,15.0,-8.774211,23.774211
16482,A549/ATCC+24559+715055,66.0,42.221405,23.778595000000003
20421,NCI-H522+122758+763371,35.0,11.213330000000001,23.78667
1061,HS 578T+122758+757441,23.0,-0.7877685000000001,23.7877685
29879,MALME-3M+752+756645,5.5,-18.292337,23.792337
23379,OVCAR-8+77213+79037,16.0,-7.793489999999999,23.79349
5322,U251+606869+760766,12.0,-11.796713,23.796713
708,MDA-MB-231+266046+754143,26.0,2.2031002,23.7968998
3808,SF-539+45923+673596,7.0,-16.798523,23.798523
14257,SK-MEL-28+733504+755986,11.0,-12.8148365,23.8148365
10737,MOLT-4+24559+27640,2.0,25.8175,23.8175
28082,SN12C+26271+79037,27.0,3.164845,23.835155
5628,COLO 205+125973+761432,31.0,54.835373,23.835372999999997
25135,DU-145+3053+169780,9.0,-14.839284,23.839284
25877,786-0+752+34462,73.0,49.148792,23.851208
7628,HT29+105014+122819,2.0,25.853014,23.853014
15681,UACC-62+66847+8806,78.0,54.141903000000006,23.858096999999994
95,MCF7+14229+279836,10.0,33.85881,23.85881
22037,OVCAR-4+226080+67574,48.0,24.13482,23.86518
17400,HOP-62+138783+169780,35.0,11.131225,23.868775
11976,SR+747971+125066,10.0,-13.872678,23.872678
6019,COLO 205+750690+125973,35.0,58.874966,23.874966
15451,UACC-62+1390+38721,7.0,-16.886166,23.886166
20899,NCI-H522+82151+747972,31.0,7.1113496,23.8886504
20635,NCI-H522+409962+745750,2.0,-21.904621,23.904621
13898,SK-MEL-28+109724+19893,21.0,-2.9057074000000003,23.9057074
9440,CCRF-CEM+628503+760766,60.0,36.092617,23.907383000000003
28844,TK-10+754230+279836,39.0,15.085773000000001,23.914226999999997
26292,A498+719276+732517,14.0,-9.921344,23.921343999999998
22709,OVCAR-5+686673+749226,4.0,-19.922935,23.922935
12128,LOX IMVI+138783+32065,6.0,-17.925938000000002,23.925938000000002
24906,PC-3+754230+733504,34.0,10.070966,23.929034
17262,EKVX+750690+279836,41.0,64.94136,23.941360000000003
29468,NCI-H322M+19893+756645,14.5,-9.446828,23.946828
